stock,date,text,source,sentiment_score,sentiment_label,confidence
AMZN,2023-09-22 21:49:06.684048,Most active penny stocks,yahoo_finance,0.4576,positive,0.4576
GOOGL,2023-09-23 21:46:03.681451,"Alphabet (GOOGL) Execution Across AI, Ads, and Cloud Lifts Bernstein Outlook",yahoo_finance,0.0,neutral,0.0
CSEALL,2023-09-27 21:54:32.037080,Sri Lanka stocks end 0.14-pct lower after reaching intraday high - EconomyNext,google_news,-0.1027,negative,0.1027
INFY.NS,2023-10-02 21:53:27.317387,"Wipro, Infosys ADR Drops After Anthropic's Move Into Legal, Data Services - NDTV Profit",google_news,0.5267,positive,0.5267
TSLA,2023-10-14 21:47:07.384373,This Stock Could Be the First Big Winner of the Robotaxi Race,yahoo_finance,0.5859,positive,0.5859
MSFT,2023-10-22 21:50:56.691659,What Wall Street Thinks Microsoft Will Be Worth 1 Year From Now. Here's Why It Matters. - Yahoo Finance,google_news,0.25,positive,0.25
AAPL,2023-10-29 21:45:39.070461,"Investment Manager Sheds $5.2 Million Worth of JD Shares, According to Latest Filing",yahoo_finance,0.4767,positive,0.4767
GOOGL,2023-10-30 21:46:03.684559,Stock Market Today: Nasdaq Leads Stocks Down Again; Alphabet Cuts Losses After Earnings News (Live Coverage) - Investor's Business Daily,google_news,-0.5994,negative,0.5994
INFY.NS,2023-10-30 21:53:27.315748,Infosys Share Price Live Updates: Infosys's beta reflects cautious market behavior - The Economic Times,google_news,0.2023,positive,0.2023
AAPL,2023-10-31 21:45:39.072915,"Honeywell, These Stocks Led The Dow In January - Investor's Business Daily",google_news,0.0,neutral,0.0
AAPL,2023-11-02 21:45:39.071801,Analyst Insights: AAPL,yahoo_finance,0.0,neutral,0.0
CSEALL,2023-11-06 21:54:32.038503,Sri Lanka stocks drop 1.47-pct as profit taking continues - EconomyNext,google_news,0.2023,positive,0.2023
GOOGL,2023-11-07 21:46:03.686787,"Software stocks struggle, Google's AI spending, layoffs surge and more in Morning Squawk - CNBC",google_news,-0.3182,negative,0.3182
MSFT,2023-11-07 21:50:56.690464,"Investment Manager Sheds $5.2 Million Worth of JD Shares, According to Latest Filing",yahoo_finance,0.4767,positive,0.4767
INFY.NS,2023-11-13 21:53:27.317050,"Infosys, TCS to HCL Tech: IT stocks crash up to 6% — What's behind the selloff? - Mint",google_news,-0.4019,negative,0.4019
INFY.NS,2023-11-27 21:53:27.319534,"Infosys, HCLTech Lead IT Selloff As Anthropic AI Shock Deepens; Jefferies Warns Of More Downside - News18",google_news,-0.6478,negative,0.6478
GOOGL,2023-11-28 21:46:03.688425,Google's (GOOGL.US) heavy investment in AI has weighed on its own stock price but ignited the semiconductor ecosystem: Are NVIDIA (NVDA.US) and Broadcom (AVGO.US) the biggest beneficiaries? - 富途牛牛,google_news,0.5719,positive,0.5719
AMZN,2023-11-29 21:49:06.687467,Amazon Vows to 'Vigorously Challenge' German Regulator's 'Profit Disgorgement' Demand,yahoo_finance,0.5994,positive,0.5994
AMZN,2023-11-30 21:49:06.685903,"Earnings live: Qualcomm stock dives as memory chip shortage weighs on outlook, Alphabet slides, Peloton falls",yahoo_finance,-0.25,negative,0.25
TSLA,2023-12-07 21:47:07.388270,Tesla (TSLA) Stock: Price Falls 3.8% as Cathie Wood Buys the Dip - CoinCentral,google_news,0.0,neutral,0.0
MSFT,2023-12-20 21:50:56.693803,"Stock Market News for Jan. 29, 2026: Microsoft Leads Tech Selloff; Nasdaq Drops - The Wall Street Journal",google_news,0.0,neutral,0.0
AMZN,2023-12-22 21:49:06.687028,"Stock market today: S&P 500, Nasdaq fall for 2nd day as tech slides on AI worries with Google earnings ahead",yahoo_finance,-0.4215,negative,0.4215
CSEALL,2023-12-25 21:54:32.038277,Stock market turnover tops Rs. 8 b - The Morning,google_news,0.5106,positive,0.5106
CSEALL,2023-12-28 21:54:32.037373,Stock Exchange: CSE records 5.25% growth in January - The Morning,google_news,0.3818,positive,0.3818
GOOGL,2024-01-05 21:46:03.682781,What Google's CEO thinks of the future for software companies,yahoo_finance,0.0,neutral,0.0
MSFT,2024-01-05 21:50:56.692371,ChatGPT Thinks Microsoft Stock Will Close At This Price In The Next 60 Days - Benzinga,google_news,0.0,neutral,0.0
AAPL,2024-01-09 21:45:39.074146,Is Apple Still a Good Growth Stock to Own in 2026? - Yahoo Finance,google_news,0.6705,positive,0.6705
MSFT,2024-01-20 21:50:56.692546,"Billionaire Stanley Druckenmiller Sells Microsoft Stock and Buys an AI Stock Up 243,600% Since Its IPO - The Motley Fool",google_news,-0.4404,negative,0.4404
TSLA,2024-01-21 21:47:07.386009,Veteran fund manager George Noble says Tesla is the 'biggest stock market bubble of all time' - Business Insider,google_news,0.4588,positive,0.4588
MSFT,2024-01-25 21:50:56.694574,"Microsoft stock flips higher after Stifel downgrade puts Azure, AI spend back in focus - TechStock²",google_news,0.0,neutral,0.0
MSFT,2024-02-16 21:50:56.692422,3 Reasons to Buy the Dip on Microsoft Stock - Yahoo Finance,google_news,0.0,neutral,0.0
AAPL,2024-02-23 21:45:39.073029,ChatGPT Thinks Apple Stock Will Close At This Price In The Next 60 Days - Benzinga,google_news,0.0,neutral,0.0
AMZN,2024-02-24 21:49:06.684585,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
MSFT,2024-03-01 21:50:56.690564,Software stocks take hit on AI. Is Wall Street worried of a bubble?,yahoo_finance,-0.296,negative,0.296
MSFT,2024-03-04 21:50:56.692160,"Markets Brief: What’s Clipping Microsoft Stock, Pharma Earnings and Jobs Report on Deck - Morningstar",google_news,0.0,neutral,0.0
AAPL,2024-03-13 21:45:39.073306,Apple Stock Investors Just Got Fantastic News From Tim Cook - The Motley Fool,google_news,0.1779,positive,0.1779
AMZN,2024-03-19 21:49:06.684797,"More about Amazon.com, Inc.",yahoo_finance,0.0,neutral,0.0
MSFT,2024-03-28 21:50:56.689153,Alphabet stock sinks after Google parent announces $180 billion spending plan for 2026 in massive AI bet,yahoo_finance,0.0,neutral,0.0
AMZN,2024-04-01 21:49:06.688174,Amazon Cloud Sales in Focus After Microsoft’s $500 Billion Rout,yahoo_finance,0.1779,positive,0.1779
AAPL,2024-04-03 21:45:39.071723,Performance Overview: AAPL,yahoo_finance,0.0,neutral,0.0
AAPL,2024-04-11 21:45:39.072001,"Major stocks indices were a mixed bag on Thursday, as individual stocks drove",yahoo_finance,0.0,neutral,0.0
GOOGL,2024-04-15 21:46:03.680840,Google earnings preview:  What this analyst expects from Gemini,yahoo_finance,0.0,neutral,0.0
TSLA,2024-04-22 21:47:07.380676,Market Domination Overtime,yahoo_finance,-0.0516,negative,0.0516
MSFT,2024-05-07 21:50:56.694212,Microsoft lost $357 billion in market cap as stock plunged most since 2020 - CNBC,google_news,-0.3182,negative,0.3182
MSFT,2024-05-13 21:50:56.694115,"S&P 500 closes lower as Microsoft tanks, software shares slide: Live updates - CNBC",google_news,0.0,neutral,0.0
INFY.NS,2024-05-15 21:53:27.320212,"Infosys, TCS, other IT stocks plunge up to 6% after tech selloff led by Anthropic's AI tool - TradingView",google_news,0.0,neutral,0.0
AAPL,2024-05-26 21:45:39.075160,How investors should play Apple stock as it looks to break 7-week losing streak - CNBC,google_news,-0.0516,negative,0.0516
TSLA,2024-05-26 21:47:07.382864,Tesla Stock Falls. Play the Odds of Musk Merging It With SpaceX.,yahoo_finance,0.34,positive,0.34
CSEALL,2024-06-03 21:54:32.038161,"Sri Lanka stocks drop 3.04-pct after Cyclone Ditwah, construction stocks gain - EconomyNext",google_news,0.3182,positive,0.3182
INFY.NS,2024-06-04 21:53:27.316504,"Infosys, HCLTech, other IT stocks extend decline led by Anthropic's AI tool; Jefferies sees 'more pain... - Moneycontrol",google_news,-0.4391,negative,0.4391
AAPL,2024-06-06 21:45:39.071924,"Small-Caps, Emerging Markets Lead",yahoo_finance,0.0,neutral,0.0
AAPL,2024-06-12 21:45:39.076599,Goldman Sachs reiterates Buy rating on Apple stock with $330 price target - Investing.com,google_news,0.0,neutral,0.0
AMZN,2024-06-26 21:49:06.684536,Most active penny stocks,yahoo_finance,0.4576,positive,0.4576
GOOGL,2024-06-29 21:46:03.683523,Earnings Trends: GOOGL,yahoo_finance,0.0,neutral,0.0
GOOGL,2024-06-30 21:46:03.684697,Alphabet 2026 spending forecast soars past Wall Street expectations as Google parent goes all in on AI - Yahoo Finance,google_news,0.0,neutral,0.0
INFY.NS,2024-06-30 21:53:27.316263,"Infosys Stock Suffers Biggest Drop in Six Years as Market Cap Tumbles ₹56,000 Crore - Meyka",google_news,-0.6369,negative,0.6369
TSLA,2024-07-10 21:47:07.387014,"Portside Wealth Group LLC Purchases 1,543 Shares of Tesla, Inc. $TSLA - MarketBeat",google_news,0.6597,positive,0.6597
GOOGL,2024-07-12 21:46:03.684995,Google Needed to Calm AI Fears. What the Stock Market Got Instead. - Barron's,google_news,-0.128,negative,0.128
INFY.NS,2024-07-23 21:53:27.316670,"Infosys, TCS sink up to 8%: Why are IT stocks falling today? - India Today",google_news,-0.1531,negative,0.1531
TSLA,2024-07-26 21:47:07.385691,Why Elon Musk’s xAI mega-merger could hurt the SpaceX stock market launch - the-independent.com,google_news,-0.5267,negative,0.5267
CSEALL,2024-07-26 21:54:32.032998,Stocks in Translation,yahoo_finance,0.0,neutral,0.0
GOOGL,2024-07-30 21:46:03.687193,"Stock market today: Dow rallies, while S&P 500, Nasdaq fall with AI worries in focus ahead of Google earnings - Yahoo Finance",google_news,-0.4215,negative,0.4215
AMZN,2024-07-30 21:49:06.688361,Why Amazon is this analyst's 'top pick' this year,yahoo_finance,0.3612,positive,0.3612
MSFT,2024-08-01 21:50:56.688845,Market Domination Overtime,yahoo_finance,-0.0516,negative,0.0516
MSFT,2024-08-08 21:50:56.692665,Microsoft Is Tanking. What's Behind the Decline? - The Motley Fool,google_news,-0.4404,negative,0.4404
AAPL,2024-08-11 21:45:39.071219,"Apple stock gains amid tech sell-off, Yum! Brands' mixed Q4 results",yahoo_finance,0.4003,positive,0.4003
TSLA,2024-08-12 21:47:07.386801,'Muskonomy' shakeup: SpaceX valuation approaches Tesla's after merger with xAI - CNBC,google_news,-0.1531,negative,0.1531
AAPL,2024-08-13 21:45:39.075921,Nordea Investment Management AB Has $5.43 Billion Stock Holdings in Apple Inc. $AAPL - MarketBeat,google_news,0.0,neutral,0.0
MSFT,2024-08-23 21:50:56.688631,Prediction markets   NEW,yahoo_finance,0.0,neutral,0.0
MSFT,2024-08-29 21:50:56.690765,"Drop in Microsoft's stock is a buying opportunity, analyst says",yahoo_finance,0.1779,positive,0.1779
MSFT,2024-08-31 21:50:56.687803,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
GOOGL,2024-09-04 21:46:03.683599,Analyst Insights: GOOGL,yahoo_finance,0.0,neutral,0.0
TSLA,2024-09-10 21:47:07.384761,"Tesla: SpaceX and xAI Will Merge, but We Don't Rule Out Eventual Consolidation With Tesla",yahoo_finance,0.0,neutral,0.0
GOOGL,2024-09-28 21:46:03.680404,"Stock market today: S&P 500, Nasdaq fall for 2nd day as tech slides on AI worries with Google earnings ahead",yahoo_finance,-0.4215,negative,0.4215
AMZN,2024-10-08 21:49:06.688079,Amazon Cloud Sales in Focus After Microsoft’s $500 Billion Rout,yahoo_finance,0.1779,positive,0.1779
MSFT,2024-10-08 21:50:56.693731,Microsoft’s stock may be ‘dead money’ even after historic $357 billion market-cap wipeout - MarketWatch,google_news,0.0,neutral,0.0
AMZN,2024-10-24 21:49:06.687860,"Oppenheimer Raises Amazon.com, Inc. (AMZN) Target as AWS Momentum and Margin Expansion Accelerate",yahoo_finance,0.0,neutral,0.0
AMZN,2024-10-27 21:49:06.688770,"AMZN Amazon.com, Inc.",yahoo_finance,0.0,neutral,0.0
MSFT,2024-11-04 21:50:56.693355,"AI is a planet-sized bubble — and Microsoft's slump is a taste of the crash to come, tech guru Erik Gordon says - Business Insider",google_news,-0.4019,negative,0.4019
AAPL,2024-11-07 21:45:39.071006,"If You Invested $1000 in Apple a Decade Ago, This is How Much It'd Be Worth Now",yahoo_finance,0.2263,positive,0.2263
GOOGL,2024-11-08 21:46:03.686010,Alphabet Stock Falls After Google's Parent Outlines AI Capex Boost - The Wall Street Journal,google_news,0.4019,positive,0.4019
TSLA,2024-11-10 21:47:07.383145,Cathie Wood’s ARK Funds Buy the AMD Stock Drop,yahoo_finance,-0.2732,negative,0.2732
GOOGL,2024-11-11 21:46:03.682461,Google-parent Alphabet says capital spending to soar on AI drive,yahoo_finance,0.0,neutral,0.0
TSLA,2024-11-11 21:47:07.384058,BYD Moves To World Seventh Largest Country As Tesla Sales Slow,yahoo_finance,0.0,neutral,0.0
AAPL,2024-11-15 21:45:39.069313,Prediction markets   NEW,yahoo_finance,0.0,neutral,0.0
GOOGL,2024-11-15 21:46:03.685432,"Stock market today: S&P 500, Nasdaq sink, adding to tech sell-off after jobs data as Google slides, Amazon looms - Yahoo Finance",google_news,0.0258,neutral,0.0258
GOOGL,2024-11-16 21:46:03.685881,"Stock market today: S&P 500, Nasdaq fall for 2nd day as tech slides on AI worries with Google earnings ahead - Yahoo! Finance Canada",google_news,-0.4753,negative,0.4753
AMZN,2024-11-25 21:49:06.684681,Stocks in Translation,yahoo_finance,0.0,neutral,0.0
TSLA,2024-12-03 21:47:07.387501,What Wall Street Thinks Tesla Will Be Worth by End of 2026. 1 Reason It Might Be Right - The Motley Fool,google_news,-0.25,negative,0.25
MSFT,2024-12-13 21:50:56.689073,Alphabet stock sinks after Google parent announces $180 billion spending plan for 2026 in massive AI bet,yahoo_finance,0.0,neutral,0.0
INFY.NS,2024-12-14 21:53:27.318295,Infosys Share Price Highlights: Infosys Stock Price History - The Economic Times,google_news,0.296,positive,0.296
TSLA,2024-12-16 21:47:07.386865,"Tesla (TSLA) stock analysis: Buy, Sell, or Hold in 2026? - Finbold",google_news,0.0,neutral,0.0
GOOGL,2025-01-04 21:46:03.688589,"Google parent beats on revenue, projects significant AI spending increase - CNBC",google_news,0.4767,positive,0.4767
MSFT,2025-01-04 21:50:56.691178,"Major stocks indices were a mixed bag on Thursday, as individual stocks drove",yahoo_finance,0.0,neutral,0.0
AAPL,2025-01-06 21:45:39.076482,"Apple stock price today: AAPL slides as tech dips, India tax win and chip-cost jump loom - TechStock²",google_news,0.4404,positive,0.4404
MSFT,2025-01-09 21:50:56.693187,Microsoft Stock May Face Hurdles as Copilot Adoption Slips to 11.5% & Competition Intensifies - TipRanks,google_news,0.0,neutral,0.0
INFY.NS,2025-01-15 21:53:27.317991,Why Anthropic's New AI Tool Dragged Down Indian IT Stocks - NDTV,google_news,-0.0516,negative,0.0516
GOOGL,2025-01-19 21:46:03.678250,Most active penny stocks,yahoo_finance,0.4576,positive,0.4576
AMZN,2025-01-20 21:49:06.684909,"Stock market today: Dow, S&P 500, Nasdaq sink as sell-off builds while silver, bitcoin plunge",yahoo_finance,0.0,neutral,0.0
MSFT,2025-01-22 21:50:56.691003,Earnings Trends: MSFT,yahoo_finance,0.0,neutral,0.0
CSEALL,2025-01-30 21:54:32.036931,Sri Lankan benchmark ends marginally lower as financials drag - Business Recorder,google_news,-0.4228,negative,0.4228
MSFT,2025-02-04 21:50:56.691033,Analyst Insights: MSFT,yahoo_finance,0.0,neutral,0.0
AAPL,2025-02-06 21:45:39.075665,Apple Inc. $AAPL Shares Sold by GRIMES & Co WEALTH MANAGEMENT LLC - MarketBeat,google_news,0.5267,positive,0.5267
TSLA,2025-02-07 21:47:07.383958,BYD Moves To World Seventh Largest Country As Tesla Sales Slow,yahoo_finance,0.0,neutral,0.0
INFY.NS,2025-02-08 21:53:27.316037,"Indian IT stocks crash: Infosys, TCS, Wipro down up to 7% - why launch of new AI tool by US startup Anthr - Times of India",google_news,-0.4019,negative,0.4019
INFY.NS,2025-02-09 21:53:27.318987,Infosys Ltd Sees Robust Trading Activity Amid Institutional Interest and Upgraded Outlook - Markets Mojo,google_news,0.6597,positive,0.6597
CSEALL,2025-02-27 21:54:32.035186,Heavy Trading at CSE Pushes Turnover to Rs. 11.11 Billion - Adaderana Biz English,google_news,0.0,neutral,0.0
AAPL,2025-03-06 21:45:39.071679,Apple-Google partnership should 'de-risk' AI for iPhone maker,yahoo_finance,0.0,neutral,0.0
AAPL,2025-03-08 21:45:39.075990,Hardman Johnston Global Advisors LLC Reduces Holdings in Apple Inc. $AAPL - MarketBeat,google_news,0.0,neutral,0.0
CSEALL,2025-03-08 21:54:32.038364,5 Best Stock Brokers in Sri Lanka for 2025: Local & Global Picks - Benzinga,google_news,0.6369,positive,0.6369
MSFT,2025-03-23 21:50:56.690197,"Cloud Security Posture Management Company Analysis 2025: Aqua Security, CrowdStrike, Fortinet, Microsoft, Orca, Palo Alto Networks, Qualys, SentinelOne, Sysdig, Tenable, Trend Micro, Upwind, Wiz",yahoo_finance,0.5859,positive,0.5859
INFY.NS,2025-03-25 21:53:27.319677,BMO Capital raises Infosys stock price target to $20 on solid quarter - Investing.com,google_news,0.1531,positive,0.1531
CSEALL,2025-04-05 21:54:32.035299,ESG News Recap: Sri Lanka Boosts Sustainable Finance - Impakter,google_news,0.3182,positive,0.3182
AAPL,2025-04-07 21:45:39.069578,More about Apple Inc.,yahoo_finance,0.0,neutral,0.0
TSLA,2025-04-11 21:47:07.383485,"Energy Storage System (ESS) Research Report 2025: A $376.75 Billion Market by 2029, Driven by Renewable Expansion, EV Adoption, and Rising Energy Investment Accelerate Demand",yahoo_finance,0.4019,positive,0.4019
CSEALL,2025-04-11 21:54:32.032807,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
AAPL,2025-04-17 21:45:39.069429,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
AMZN,2025-04-17 21:49:06.684398,Stocks in Translation,yahoo_finance,0.0,neutral,0.0
AAPL,2025-04-22 21:45:39.071495,Apple: Could the memory chip shortage raise iPhone prices?,yahoo_finance,-0.25,negative,0.25
INFY.NS,2025-04-22 21:53:27.318075,"Stock Market Today, Dec. 19: NYSE Halts Infosys Trading After ADRs Spike - Nasdaq",google_news,0.0,neutral,0.0
TSLA,2025-04-23 21:47:07.379747,Most active penny stocks,yahoo_finance,0.4576,positive,0.4576
TSLA,2025-04-23 21:47:07.384635,Company Insights: TSLA,yahoo_finance,0.0,neutral,0.0
TSLA,2025-04-24 21:47:07.385185,'Growing Chance' Of Tesla Merger To Create Musk Trinity With SpaceX And xAI - Investor's Business Daily,google_news,0.5859,positive,0.5859
AAPL,2025-04-27 21:45:39.070668,Apple Becomes Apple Again,yahoo_finance,0.0,neutral,0.0
GOOGL,2025-04-30 21:46:03.684807,"Stock market today: Dow, S&P 500, Nasdaq sink as sell-off builds while silver, bitcoin plunge - Yahoo Finance",google_news,0.0,neutral,0.0
TSLA,2025-05-08 21:47:07.384139,"Cathie Wood Pours Millions Into AMD, Tesla on Dip Buying Spree",yahoo_finance,0.0,neutral,0.0
TSLA,2025-05-08 21:47:07.386715,Tesla Makes China Comeback - 24/7 Wall St.,google_news,0.0,neutral,0.0
GOOGL,2025-05-10 21:46:03.681302,Stocks in retreat as traders reconsider tech investment,yahoo_finance,0.2023,positive,0.2023
AAPL,2025-05-12 21:45:39.071762,Earnings Trends: AAPL,yahoo_finance,0.0,neutral,0.0
TSLA,2025-05-12 21:47:07.388198,Should You Buy Tesla Stock Before Jan. 28? - The Motley Fool,google_news,-0.4404,negative,0.4404
AAPL,2025-05-25 21:45:39.073615,1 Reason to Buy Apple Stock Right Now - The Motley Fool,google_news,-0.4404,negative,0.4404
TSLA,2025-05-25 21:47:07.386297,"Tesla Stock 2026 Forecast: Analysts Claim the ‘Car Business Is Falling Apart,’ Others Say Its the Biggest Leader ‘in Physical AI’ - TipRanks",google_news,-0.1531,negative,0.1531
MSFT,2025-05-27 21:50:56.689808,Amazon Cloud Sales in Focus After Microsoft’s $500 Billion Rout,yahoo_finance,0.1779,positive,0.1779
AMZN,2025-06-02 21:49:06.689069,Amazon Earnings: AWS Acceleration Leads the Way in Overall Good Results,yahoo_finance,0.5574,positive,0.5574
INFY.NS,2025-06-04 21:53:27.317177,Infosys stock sinks 7% as Anthropic AI tools spook India’s IT exporters — what investors watch next - TechStock²,google_news,0.0,neutral,0.0
TSLA,2025-06-21 21:47:07.380565,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
TSLA,2025-06-26 21:47:07.381672,Electric car market goes into reverse amid pay-per-mile tax threat,yahoo_finance,-0.5267,negative,0.5267
GOOGL,2025-06-29 21:46:03.683748,Research Reports: GOOGL,yahoo_finance,0.0,neutral,0.0
TSLA,2025-07-20 21:47:07.379957,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
MSFT,2025-07-25 21:50:56.694669,Microsoft Stock on the Edge: 3 Threats You Need to Know - Trefis,google_news,-0.4215,negative,0.4215
AMZN,2025-07-27 21:49:06.684338,Market Domination Overtime,yahoo_finance,-0.0516,negative,0.0516
CSEALL,2025-07-28 21:54:32.032463,Stocks in Translation,yahoo_finance,0.0,neutral,0.0
TSLA,2025-07-30 21:47:07.380139,Market Domination Overtime,yahoo_finance,-0.0516,negative,0.0516
CSEALL,2025-08-01 21:54:32.032189,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
CSEALL,2025-08-04 21:54:32.032600,Prediction markets   NEW,yahoo_finance,0.0,neutral,0.0
GOOGL,2025-08-13 21:46:03.682902,What Google's CEO thinks of the future for software companies,yahoo_finance,0.0,neutral,0.0
AAPL,2025-08-20 21:45:39.069525,Stocks in Translation,yahoo_finance,0.0,neutral,0.0
AMZN,2025-08-21 21:49:06.688878,Research Reports: AMZN,yahoo_finance,0.0,neutral,0.0
GOOGL,2025-08-24 21:46:03.681937,Why Piper Sandler Says Google’s Project Genie Isn’t a Threat to AppLovin (APP),yahoo_finance,-0.5267,negative,0.5267
AAPL,2025-08-27 21:45:39.075223,Apple Inc. $AAPL Position Decreased by PKO Investment Management Joint Stock Co - MarketBeat,google_news,0.0,neutral,0.0
TSLA,2025-08-27 21:47:07.382649,Tesla Stock Falls. Play the Odds of Musk Merging It With SpaceX.,yahoo_finance,0.34,positive,0.34
TSLA,2025-08-27 21:47:07.383771,"Energy Storage System (ESS) Research Report 2025: A $376.75 Billion Market by 2029, Driven by Renewable Expansion, EV Adoption, and Rising Energy Investment Accelerate Demand",yahoo_finance,0.4019,positive,0.4019
GOOGL,2025-08-28 21:46:03.678471,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
CSEALL,2025-08-29 21:54:32.032364,Market Domination Overtime,yahoo_finance,-0.0516,negative,0.0516
AAPL,2025-08-31 21:45:39.069377,Most active penny stocks,yahoo_finance,0.4576,positive,0.4576
AAPL,2025-09-19 21:45:39.070861,"If You Invested $1000 in Apple a Decade Ago, This is How Much It'd Be Worth Now",yahoo_finance,0.2263,positive,0.2263
GOOGL,2025-09-19 21:46:03.686675,"Dow Jones Futures Fall, Bitcoin Dives Below $70,000; Google AI Spending Stuns - Investor's Business Daily",google_news,0.0258,neutral,0.0258
AMZN,2025-09-21 21:49:06.684216,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
GOOGL,2025-10-03 21:46:03.682336,Google-parent Alphabet says capital spending to soar on AI drive,yahoo_finance,0.0,neutral,0.0
MSFT,2025-10-05 21:50:56.694374,"Microsoft Plunges 14% Post Q2 Earnings: Buy, Sell or Hold the Stock? - Zacks Investment Research",google_news,0.0,neutral,0.0
GOOGL,2025-10-09 21:46:03.683674,Company Insights: GOOGL,yahoo_finance,0.0,neutral,0.0
GOOGL,2025-10-11 21:46:03.679297,Stocks in Translation,yahoo_finance,0.0,neutral,0.0
INFY.NS,2025-10-13 21:53:27.317744,"Stock Market Today, Dec. 19: NYSE Halts Infosys Trading After ADRs Spike - The Motley Fool",google_news,-0.4404,negative,0.4404
TSLA,2025-10-14 21:47:07.385405,"Here's Why I'm Still Not Buying Tesla Stock, Despite It Falling 9% This Year - The Motley Fool",google_news,-0.3519,negative,0.3519
INFY.NS,2025-10-17 21:53:27.319149,IT shares in focus as ADRs slide overnight; why are tech stocks falling? - Business Standard,google_news,0.1531,positive,0.1531
GOOGL,2025-10-23 21:46:03.687812,Google operates 'from a position of strength': Earnings takeaways - Yahoo Finance,google_news,0.4939,positive,0.4939
GOOGL,2025-10-31 21:46:03.688030,"Stock Market Today: Dow, Nasdaq, S&P 500 Open Down; Alphabet, AMD, Nvidia, Amazon, More Movers; Bitcoin Drops - Barron's",google_news,0.1779,positive,0.1779
CSEALL,2025-11-17 21:54:32.035744,Sri Lanka’s Stock Market Bounces Back After Cyclone Shock - Finimize,google_news,-0.3818,negative,0.3818
MSFT,2025-11-28 21:50:56.688347,Market Domination Overtime,yahoo_finance,-0.0516,negative,0.0516
GOOGL,2025-12-01 21:46:03.679115,Best money market accounts,yahoo_finance,0.6369,positive,0.6369
TSLA,2025-12-02 21:47:07.380472,Most active penny stocks,yahoo_finance,0.4576,positive,0.4576
MSFT,2025-12-06 21:50:56.689520,"Memory company stocks are seeing 1,000% gains from the AI boom",yahoo_finance,0.34,positive,0.34
GOOGL,2025-12-12 21:46:03.680959,Google earnings preview:  What this analyst expects from Gemini,yahoo_finance,0.0,neutral,0.0
MSFT,2025-12-12 21:50:56.691902,Microsoft stock price slips early: MSFT hit by Azure glitches as OpenAI spreads across clouds - TechStock²,google_news,0.0,neutral,0.0
TSLA,2025-12-13 21:47:07.383019,Cathie Wood’s ARK Funds Buy the AMD Stock Drop,yahoo_finance,-0.2732,negative,0.2732
TSLA,2025-12-13 21:47:07.385010,Tesla: Shares Rise on Media Report of Potential Merger With SpaceX,yahoo_finance,0.296,positive,0.296
MSFT,2025-12-23 21:50:56.693979,"Stock market today: S&P 500, Nasdaq fall as Microsoft leads tech lower with Apple earnings on deck - Yahoo Finance",google_news,-0.296,negative,0.296
AAPL,2025-12-27 21:45:39.074568,"Stock Market Today, Feb. 2: Apple Stock Jumps After Record Q1 Revenue Boosts Investor Confidence - Yahoo Finance",google_news,0.6808,positive,0.6808
MSFT,2025-12-28 21:50:56.692047,‘This is Absurd’: Top Investor Positively Bullish on Microsoft Stock - TipRanks,google_news,0.6369,positive,0.6369
MSFT,2025-12-30 21:50:56.690660,Software stocks take hit on AI. Is Wall Street worried of a bubble?,yahoo_finance,-0.296,negative,0.296
AAPL,2026-01-03 21:45:39.072966,Apple stock price swing with $143B record revenue - thestreet.com,google_news,0.0,neutral,0.0
GOOGL,2026-01-05 21:46:03.686231,5 Things to Know Before the Stock Market Opens - Investopedia,google_news,0.0,neutral,0.0
TSLA,2026-01-07 21:47:07.388868,Tesla Stock: A 5.1/10 Rating -- What Does It Mean for Investors? - The Motley Fool,google_news,-0.4404,negative,0.4404
MSFT,2026-01-19 21:50:56.691467,History Says Now Is the Time to Load Up on Microsoft Stock - The Motley Fool,google_news,-0.4404,negative,0.4404
INFY.NS,2026-01-19 21:53:27.318396,"Infosys, TCS, other IT stocks plunge up to 8% after global tech selloff led by Anthropic's AI tool - Moneycontrol",google_news,0.0,neutral,0.0
MSFT,2026-01-31 21:50:56.690044,"Cloud Security Posture Management Company Analysis 2025: Aqua Security, CrowdStrike, Fortinet, Microsoft, Orca, Palo Alto Networks, Qualys, SentinelOne, Sysdig, Tenable, Trend Micro, Upwind, Wiz",yahoo_finance,0.5859,positive,0.5859
CSEALL,2026-01-31 21:54:32.037780,"Sri Lankan shares end higher as financials, industrials gain - Reuters",google_news,0.6808,positive,0.6808
